0.0108854; 241783
0.0108854; 227866
0.0108854; 214751
0.0108854; 202390
0.0108854; 191370
0.0118311; 178288
0.0134073; 170535
0.0134073; 203727
0.0134073; 192001
0.0146683; 159664
0.0146683; 150474
0.0146683; 142280
0.0146683; 180950
0.0159293; 134977
0.0171903; 124924
0.0171903; 116769
0.0171903; 145599
0.0181360; 99530.4
0.0187034; 108250
0.0206579; 87101.9
0.0209732; 93032.4
0.0209732; 100023
0.0209732; 79691.0
0.0222342; 81549.5
0.0228647; 75849.8
0.0234951; 71248.9
0.0241256; 63178.9
0.0247561; 66051.3
0.0262693; 59132.0
0.0275933; 54476.3
0.0282238; 50336.2
0.0300522; 46833.4
0.0310610; 42204.4
0.0323220; 39775.2
0.0338352; 36511.0
0.0351592; 33819.7
0.0361049; 31069.8
0.0373659; 29475.0
0.0388791; 27414.9
0.0402031; 25582.9
0.0414641; 23814.5
0.0424098; 22204.8
0.0436708; 23638.6
0.0446795; 20666.4
0.0461927; 19400.1
0.0474537; 18103.7
0.0495553; 17231.1
0.0513742; 16167.1
0.0534884; 15130.6
0.0534884; 14397.0
0.0550196; 13593.4
0.0575415; 12811.0
0.0591177; 11954.9
0.0615766; 11200.2
0.0642667; 10513.9
0.0663683; 9884.31
0.0688903; 9269.47
0.0714123; 8714.38
0.0741864; 8180.40
0.0770866; 7972.93
0.0777171; 7613.66
0.0802391; 7240.71
0.0830132; 6888.30
0.0862287; 6641.03
0.0881202; 6320.93
0.0907472; 6126.22
0.0941098; 5840.54
0.0966318; 5586.55
0.100415; 5405.56
0.104198; 5161.98
0.107981; 4961.95
0.107981; 4753.99
0.111133; 4607.55
0.111764; 4769.67
0.115546; 4509.97
0.119329; 4342.35
0.123112; 4250.38
0.125634; 4126.24
0.129417; 4012.33
0.133200; 3940.31
0.136983; 3837.85
0.140766; 3738.05
0.144549; 3652.86
0.148332; 3581.39
0.152115; 3488.26
0.155898; 3453.96
0.159681; 3386.38
0.163464; 3331.07
0.167246; 3276.67
0.171029; 3212.56
0.174812; 3170.51
0.178911; 3118.73
0.182378; 3077.91
0.186161; 3037.63
0.190259; 2983.11
0.193412; 2953.78
0.197510; 2919.92
0.201293; 2891.22
0.205076; 2844.00
0.208859; 2806.78
0.212642; 2788.35
0.216425; 2742.81
0.220207; 2706.91
0.223990; 2689.14
0.227773; 2653.95
0.231556; 2627.85
0.235339; 2584.94
0.239122; 2576.44
0.242905; 2542.72
0.246688; 2517.72
0.250471; 2484.77
0.254254; 2468.46
0.258037; 2436.15
0.261820; 2412.20
0.265603; 2388.48
0.269386; 2372.80
0.273169; 2341.75
0.276951; 2307.30
0.280734; 2295.93
0.284517; 2280.86
0.288300; 2258.43
0.290822; 2201.52
0.293975; 2251.01
0.296617; 2178.36
0.299789; 2107.37
0.302960; 2107.37
0.307215; 2128.44
0.310998; 2121.44
0.314781; 2107.51
0.318564; 2079.93
0.322347; 2049.33
0.326130; 2039.23
0.329912; 2025.85
0.333695; 2005.93
0.337478; 1969.92
0.341261; 1960.21
0.345044; 1953.77
0.348827; 1921.86
0.352610; 1915.54
0.356393; 1884.25
0.360491; 1865.73
0.363959; 1847.39
0.368057; 1829.22
0.371525; 1817.21
0.375560; 1782.83
0.379091; 1775.80
0.382873; 1769.96
0.386656; 1746.80
0.390439; 1741.05
0.393907; 1706.99
0.398005; 1706.99
0.401788; 1673.59
0.405571; 1673.59
0.409102; 1640.84
0.413137; 1640.84
0.416920; 1624.71
0.420703; 1619.37
0.424234; 1577.26
0.428269; 1577.26
0.432052; 1566.90
0.435835; 1546.40
0.439933; 1531.19
0.443400; 1516.14
0.447183; 1516.14
0.450966; 1486.47
0.454749; 1486.47
0.458280; 1457.39
0.462315; 1452.59
0.466098; 1438.31
0.469881; 1428.87
0.473664; 1407.85
0.477447; 1400.91
0.481230; 1391.72
0.485013; 1373.50
0.489111; 1360.00
0.492578; 1346.63
0.496361; 1346.63
0.499829; 1320.28
0.503927; 1320.28
0.507395; 1294.44
0.511493; 1294.44
0.515528; 1274.14
0.519059; 1269.12
0.522842; 1256.64
0.526625; 1244.28
0.530723; 1232.05
0.533875; 1219.94
0.537974; 1215.93
0.541757; 1196.07
0.545539; 1196.07
0.549070; 1172.66
0.553105; 1168.81
0.556888; 1157.32
0.560671; 1149.72
0.564706; 1131.69
0.567922; 1127.22
0.572020; 1116.14
0.575803; 1105.17
0.579586; 1105.17
0.583117; 1083.54
0.587152; 1079.98
0.590935; 1072.89
0.594718; 1062.34
0.598500; 1072.89
0.602283; 1065.85
0.606066; 1034.72
0.609849; 1024.54
0.613632; 1021.18
0.617415; 1007.81
0.621198; 997.903
0.624981; 988.092
0.628764; 981.605
0.632547; 981.605
0.636330; 962.398
0.640113; 959.234
0.643896; 943.568
0.647679; 943.568
0.651462; 931.219
0.655244; 925.105
0.659027; 916.010
0.662810; 907.004
0.666593; 904.022
0.670376; 892.191
0.674159; 889.257
0.678194; 875.310
0.681725; 871.857
0.685508; 863.286
0.689291; 854.798
0.693074; 857.618
0.695596; 854.798
0.698309; 847.340
0.702537; 847.340
0.704651; 819.727
0.708205; 821.674
0.712304; 813.596
0.715456; 805.597
0.719554; 802.948
0.723337; 792.440
0.727120; 789.834
0.730903; 779.497
0.734686; 774.380
0.738469; 769.296
0.742252; 759.228
0.746035; 759.228
0.749818; 749.292
0.753601; 744.372
0.757384; 737.054
0.761166; 729.807
0.764949; 725.016
0.768732; 717.888
0.772515; 715.528
0.776298; 706.163
0.780081; 701.527
0.783864; 696.922
0.787647; 687.801
0.791430; 681.039
0.793952; 687.801
0.796617; 671.952
0.800846; 660.912
0.802960; 660.912
0.807823; 661.148
0.811290; 648.212
0.815388; 648.212
0.819171; 648.212
0.822954; 639.728
0.826737; 635.528
0.830520; 626.179
0.834303; 623.093
0.838086; 621.045
0.841869; 614.939
0.845967; 604.895
0.849183; 598.948
0.853218; 598.948
0.857001; 596.979
0.860784; 591.110
0.864882; 581.455
0.868097; 575.739
0.872132; 575.739
0.875915; 573.846
0.879698; 568.204
0.883796; 558.924
0.887264; 553.429
0.891047; 553.429
0.894200; 547.988
0.898097; 541.768
0.901135; 531.983
0.904918; 531.983
0.908701; 531.983
0.912484; 531.983
0.916267; 525.021
0.920050; 521.574
0.924085; 513.394
0.927615; 511.369
0.931714; 506.341
0.934866; 501.363
0.938964; 501.363
0.942999; 493.500
0.946530; 494.801
0.950628; 486.720
0.953781; 481.935
0.957879; 481.935
0.961662; 474.845
0.965445; 472.505
0.969228; 472.505
0.972758; 463.260
0.976793; 463.260
0.980892; 458.705
0.984359; 454.195
0.988142; 454.195
0.991673; 445.308
0.995708; 445.308
0.999491; 438.035
1.00201; 440.930
